,Family,Order,Clade,Clade_2,Clade_3_for_arcs,Genus,Species,Nectary,Structured,Source,URL,Placement,Developmental.stage,Hydathode,Aerophore,Notes,Herbarium,Leaf_area_ellipse_mm,Growth_habit_E1_T0,rhizome_form,Rhizome_form_dual_state,rhizome_diamter_mm,Stipe_diamter_mm,Root_diam_mm,internode.length_mm,HC_reduced_states_no_soldic,Growth_habit_E1_T0_Arb2_climb_3
5041,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Pyrrosia,Pyrrosia_samarensis,NA,NA,,,,,NA,,,,694.48995,1,long creeping,rhizomatous,0.9,NA,,,Perforated_dictyostele,1
5042,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Pyrrosia,Pyrrosia_serpens,NA,NA,,,,,NA,,,,123.7005,1,long creeping,rhizomatous,1.2,NA,,,NA,1
5043,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Pyrrosia,Pyrrosia_sheareri,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5044,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Pyrrosia,Pyrrosia_similis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5045,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Pyrrosia,Pyrrosia_sphaerosticha,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5046,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Pyrrosia,Pyrrosia_stenophylla,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5047,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Pyrrosia,Pyrrosia_stigmosa,NA,NA,,,,,NA,,,,108.97425,1,short creeping,rhizomatous,4.25,NA,,1-2 cm,Perforated_dictyostele,1
5048,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Pyrrosia,Pyrrosia_stolzii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5049,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Pyrrosia,Pyrrosia_subfurfuracea,NA,NA,,,,,NA,,,,2630.10825,0,short creeping,rhizomatous,4.4,NA,,,Perforated_dictyostele,0
5025,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Pyrrosia,Pyrrosia_linearifolia,No,NA,Yong Cha Oh 88 BH 000 262 660,,,,NA,,Simple fuzzy leaves,Cornell,15.90435,1,long creeping,rhizomatous,1.4,NA,,0.5-1(-1.5) cm,Perforated_dictyostele,1
5120,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Scleroglossum,Scleroglossum_pusillum,NA,NA,,,,,NA,,,,16.4934,1,NA,NA,NA,NA,,,Dictyostele,1
5121,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Scleroglossum,Scleroglossum_sulcatum,NA,NA,,,,,NA,,,,30.51279,1,erect,non-rhizomatous,NA,NA,,0.1mm,Dictyostele,1
5122,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Scleroglossum,Scleroglossum_wooroonooran,NA,NA,,,,,NA,,,,60.4758,1,NA,NA,NA,NA,,,Dictyostele,1
5124,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_albidosquamata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5125,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_brachypodia,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5126,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_capitellata,NA,NA,,,,,NA,,,,21303.975,1,long creeping,rhizomatous,12.5,NA,,,NA,1
5127,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_caudiformis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5128,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_chenopus,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5129,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_chrysotricha,NA,NA,,,,,NA,,,,471.24,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5130,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_conjuncta,NA,NA,,,,,NA,,,,1413.72,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5131,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_conmixta,NA,NA,,,,,NA,,,,1021.02,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5132,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_cyrtomioides,NA,NA,,,,,NA,,,,6872.25,1,long creeping,rhizomatous,6,2.5,,,NA,1
5133,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_dactylina,NA,NA,,,,,NA,,,,276.8535,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5134,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_digitata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5136,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_engleri,NA,NA,,,,,NA,,,,314.16,1,long creeping,rhizomatous,3.5,NA,,,Perforated_dictyostele,1
5137,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_feei,NA,NA,,,,,NA,,,,2293.368,1,long creeping,rhizomatous,4,NA,,,Perforated_dictyostele,1
5138,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_feeoides,NA,NA,,,,,NA,,,,NA,1,,NA,NA,NA,,,Perforated_dictyostele,1
5139,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_glauca,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5140,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_griffithiana,NA,NA,,,,,NA,,,,755.9475,1,long creeping,rhizomatous,3.5,NA,,,Perforated_dictyostele,1
5141,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_hastata,NA,NA,,,,,NA,,,,259.182,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5142,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_hellwigii,NA,NA,,,,,NA,,,,50.2656,1,,NA,NA,NA,,,Perforated_dictyostele,1
5143,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_heterocarpa,NA,NA,,,,,NA,,,,1198.9131,1,NA,NA,NA,NA,,,NA,1
5144,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_incisocrenata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5145,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_laciniata,NA,NA,,,,,NA,,,,20263.32,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5146,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_lagunensis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5147,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_lanceola,NA,NA,,,,,NA,,,,589.05,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5148,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_lanceolata,NA,NA,,,,,NA,,,,758.6964,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5149,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_lateritia,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5150,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_lehmannii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5151,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_majoensis,NA,NA,,,,,NA,,,,1148.6475,1,long creeping,rhizomatous,3.5,NA,,,Perforated_dictyostele,1
5152,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_metacoela,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5153,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_moulmeinensis,NA,NA,,,,,NA,,,,9424.8,1,long creeping,rhizomatous,5.5,NA,,,NA,1
5154,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_oxyloba,NA,NA,,,,,NA,,,,4712.4,1,long creeping,rhizomatous,4.5,NA,,,Perforated_dictyostele,1
5155,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_pianmaensis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5156,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_plantaginea,NA,NA,,,,,NA,,,,201.4551,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5157,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_platyphylla,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5158,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_pyrolifolia,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5159,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_rhynchophylla,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5160,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_senanensis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5161,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_soridens,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5162,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_stenophylla,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5163,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_stenosquamis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5164,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_subsparsa,NA,NA,,,,,NA,,,,NA,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5165,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_taeniata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5166,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_tatsienensis,NA,NA,,,,,NA,,,,10602.9,1,long creeping,rhizomatous,5.5,NA,,,NA,1
5167,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_tomentosa,NA,NA,,,,,NA,,,,5006.925,1,long creeping,rhizomatous,5,NA,,,NA,1
5169,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_trisecta,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5170,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_wardii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5171,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_whitfordii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5172,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_wusugongii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5173,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_yakuinsularis,NA,NA,,,,,NA,,,,251.328,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5174,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_yakushimensis,NA,NA,,,,,NA,,,,235.62,1,long creeping,rhizomatous,3,NA,,,Perforated_dictyostele,1
5135,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_enervis,Yes,NA,"Mehtler et al., 2022",https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/ajb2.1781?casa_token=z6-bDuIkzDwAAAAA:pSGEq-RngiE1C-6u3p0-8eoC5Q1bzKU1ZUBgoeTm1utKUuO8yw3qwlOqYT3FPHLV2T49qLh7EzE0nGYj,,,NA,,,,485.96625,1,NA,NA,NA,NA,,,NA,1
5168,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Selliguea,Selliguea_triloba,Yes,NA,"Mehtler et al., 2022",https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/ajb2.1781?casa_token=z6-bDuIkzDwAAAAA:pSGEq-RngiE1C-6u3p0-8eoC5Q1bzKU1ZUBgoeTm1utKUuO8yw3qwlOqYT3FPHLV2T49qLh7EzE0nGYj,,,NA,,,,2945.25,1,long creeping,rhizomatous,3.5,NA,,,Perforated_dictyostele,1
5175,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_adnatum,NA,NA,,,,,NA,,,,12511.422,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5176,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_appressum,NA,NA,,,,,NA,,,,12762.75,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5177,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_attenuatum,NA,NA,,,,,NA,,,,14578.9875,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5178,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_caceresii,NA,NA,,,,,NA,,,,8859.312,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5180,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_crystalloneuron,NA,NA,,,,,NA,,,,10602.9,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5181,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_dasypleuron,NA,NA,,,,,NA,,,,2576.112,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5182,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_dissimile,NA,NA,,,,,NA,,,,9337.915125,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5183,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_eleutherophlebium,NA,NA,,,,,NA,,,,NA,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5184,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_falcaria,NA,NA,,,,,NA,,,,6774.075,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5185,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_fraxinifolium,NA,NA,,,,,NA,,,,12762.75,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5186,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_funckii,NA,NA,,,,,NA,,,,2576.112,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5187,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_gilliesii,NA,NA,,,,,NA,,,,1539.384,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5188,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_intricatum,NA,NA,,,,,NA,,,,703.7184,1,long creeping,rhizomatous,6.5,NA,,,Perforated_dictyostele,1
5189,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_lasiopus,NA,NA,,,,,NA,,,,5934.67875,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5191,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_latissimum,NA,NA,,,,,NA,,,,10108.098,1,long creeping,rhizomatous,9,NA,,,Perforated_dictyostele,1
5192,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_levigatum,NA,NA,,,,,NA,,,,738.276,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5193,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_loriceum,NA,NA,,,,,NA,,,,2474.01,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5194,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_loriciforme,NA,NA,,,,,NA,,,,16540.524,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5195,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_maritimum,NA,NA,,,,,NA,,,,1979.208,1,long creeping,rhizomatous,1.75,NA,,,Perforated_dictyostele,1
5197,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_patentissimum,NA,NA,,,,,NA,,,,606.25026,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5198,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_polystichum,NA,NA,,,,,NA,,,,16540.524,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5199,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_ptilorhizon,NA,NA,,,,,NA,,,,1979.208,1,long creeping,rhizomatous,4,NA,,,Perforated_dictyostele,1
5200,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_richardii,NA,NA,,,,,NA,,,,31887.24,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5201,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_sessilifolium,NA,NA,,,,,NA,,,,9524.9385,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5202,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_silvulae,NA,NA,,,,,NA,,,,1696.464,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5203,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_subandinum,NA,NA,,,,,NA,,,,982.1427,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5206,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_wagneri,NA,NA,,,,,NA,,,,1506.0045,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5179,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_catharinae,Yes,NA,"Sanin et al., 2021",https://www.sciencedirect.com/science/article/pii/S0367253021001031?casa_token=aOybr1DpnN8AAAAA:VTVIADJzhkiVxbn3OH9gwSwCGBu_ikC5sM1Oe60Mm20g-X6E2jgre5fuCMiYHs2KkHxy4BXqAy8,developing,,NA,,,,1072.071,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5190,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_latipes,Yes,NA,"Sanin et al., 2021",https://www.sciencedirect.com/science/article/pii/S0367253021001031?casa_token=aOybr1DpnN8AAAAA:VTVIADJzhkiVxbn3OH9gwSwCGBu_ikC5sM1Oe60Mm20g-X6E2jgre5fuCMiYHs2KkHxy4BXqAy8,developing,,NA,,,,1531.53,1,long creeping,rhizomatous,5,NA,,,Perforated_dictyostele,1
5196,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_menisciifolium,Yes,NA,"Sanin et al., 2021",https://www.sciencedirect.com/science/article/pii/S0367253021001031?casa_token=aOybr1DpnN8AAAAA:VTVIADJzhkiVxbn3OH9gwSwCGBu_ikC5sM1Oe60Mm20g-X6E2jgre5fuCMiYHs2KkHxy4BXqAy8,developing,,NA,,,,NA,1,NA,NA,NA,NA,NA,NA,NA,1
5204,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_triseriale,Yes,NA,"Sanin et al., 2021",https://www.sciencedirect.com/science/article/pii/S0367253021001031?casa_token=aOybr1DpnN8AAAAA:VTVIADJzhkiVxbn3OH9gwSwCGBu_ikC5sM1Oe60Mm20g-X6E2jgre5fuCMiYHs2KkHxy4BXqAy8,developing,,NA,,,,16328.466,1,long creeping,rhizomatous,NA,NA,,,Perforated_dictyostele,1
5205,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Serpocaulon,Serpocaulon_vacillans,Yes,NA,"Sanin et al., 2021",https://www.sciencedirect.com/science/article/pii/S0367253021001031?casa_token=aOybr1DpnN8AAAAA:VTVIADJzhkiVxbn3OH9gwSwCGBu_ikC5sM1Oe60Mm20g-X6E2jgre5fuCMiYHs2KkHxy4BXqAy8,developing,,NA,,,,17023.545,1,long creeping,rhizomatous,7.5,NA,,,Perforated_dictyostele,1
5292,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Stenogrammitis,Stenogrammitis_delitescens,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5293,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Stenogrammitis,Stenogrammitis_hartii,NA,NA,,,,,NA,,,,NA,1,NA,NA,NA,NA,,,NA,1
5294,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Stenogrammitis,Stenogrammitis_hellwigii,NA,NA,,,,,NA,,,,8.933925,1,NA,NA,NA,NA,,,NA,1
5295,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Stenogrammitis,Stenogrammitis_hildebrandtii,NA,NA,,,,,NA,,,,NA,1,NA,NA,NA,NA,,,NA,1
5296,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Stenogrammitis,Stenogrammitis_limula,NA,NA,,,,,NA,,,,32.9868,1,NA,NA,NA,NA,,,NA,1
5297,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Stenogrammitis,Stenogrammitis_myosuroides,NA,NA,,,,,NA,,,,14.235375,1,NA,NA,2.74525,NA,,,NA,1
5298,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Stenogrammitis,Stenogrammitis_nutata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5299,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Stenogrammitis,Stenogrammitis_oosora,NA,NA,,,,,NA,,,,343.41615,1,NA,NA,NA,NA,,,NA,1
5300,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Stenogrammitis,Stenogrammitis_prionodes,NA,NA,,,,,NA,,,,19.2423,1,NA,NA,NA,NA,,,NA,1
5301,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Stenogrammitis,Stenogrammitis_pumila,NA,NA,,,,,NA,,,,5.4978,1,NA,NA,NA,NA,,,NA,1
5302,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Stenogrammitis,Stenogrammitis_saffordii,NA,NA,,,,,NA,,,,17.6715,1,NA,NA,NA,NA,,,NA,1
5303,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Stenogrammitis,Stenogrammitis_subcoriacea,NA,NA,,,,,NA,,,,NA,1,NA,NA,NA,NA,,,NA,1
5304,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Stenogrammitis,Stenogrammitis_wittigiana,NA,NA,,,,,NA,,,,10.9956,1,NA,NA,NA,NA,,,NA,1
5345,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Synammia,Synammia_espinosae,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5346,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Synammia,Synammia_feuillei,NA,NA,,,,,NA,,,,NA,1,NA,NA,NA,NA,,,NA,1
