,Family,Order,Clade,Clade_2,Clade_3_for_arcs,Genus,Species,Nectary,Nelson_EFN_genuslevel,Structured,Source,URL,Placement,Developmental.stage,Hydathode,Aerophore,Notes,Herbarium
1053,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_decorum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1054,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_delavayi,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1055,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_deltoidofrons,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1056,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_devolii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1057,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_dissitifolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1058,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_distans,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1059,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_dombeyi,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1060,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_drepanopterum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1061,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_dubium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1062,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_elongatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1063,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_epirachis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1064,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_fallaciosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1065,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_fangii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1066,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_filix-femina,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1067,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_foliolosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1068,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_hainanense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1069,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_haleakalae,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1070,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_himalaicum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1071,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_hisatsuanum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1072,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_infrapuberulum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1073,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_iseanum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1074,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_kenzo-satakei,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1075,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_kuratae,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1076,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_mackinnonii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1077,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_masamunei,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1078,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_mehrae,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1079,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_melanolepis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1080,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_microphyllum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1081,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_nakanoi,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1082,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_neglectum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1083,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_newtonii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1084,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_nikkoense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1085,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_oblitescens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1086,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_omeiense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1087,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_oppositipennum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1088,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_otophorum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1089,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_pachyphyllum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1090,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_palustre,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1091,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_pectinatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1092,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_pinetorum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1093,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_pubicostatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1094,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_puncticaule,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1095,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_rhachidosorum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1096,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_roseum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1097,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_rupicola,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1098,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_scandicinum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1099,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_schizochlamys,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1100,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_sericellum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1101,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_sessilipinnum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1102,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_setiferum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1103,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_setuligerum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1104,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_silvicola,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1105,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_sinense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1106,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_sohayakiense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1107,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_solenopteris,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1108,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_spinescens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1109,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_spinulosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1110,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_strigillosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1111,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_tashiroi,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1112,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_tokashikii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1113,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_tozanense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1114,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_vidalii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1115,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_viridescentipes,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1116,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_viviparum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1117,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_wallichianum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1118,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_wardii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1119,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_yakusimense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1120,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_yokoscense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1141,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Austrogramme,Austrogramme_decipiens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1142,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Austrogramme,Austrogramme_marginata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1143,Salviniaceae,Salviniales,Salviniales,Salviniales,Salviniales,Azolla,Azolla_caroliniana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1144,Salviniaceae,Salviniales,Salviniales,Salviniales,Salviniales,Azolla,Azolla_filiculoides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1145,Salviniaceae,Salviniales,Salviniales,Salviniales,Salviniales,Azolla,Azolla_microphylla,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1146,Salviniaceae,Salviniales,Salviniales,Salviniales,Salviniales,Azolla,Azolla_nilotica,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1147,Salviniaceae,Salviniales,Salviniales,Salviniales,Salviniales,Azolla,Azolla_pinnata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1148,Salviniaceae,Salviniales,Salviniales,Salviniales,Salviniales,Azolla,Azolla_rubra,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1153,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_appendiculatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1154,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_areolatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1155,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_asplenioides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1156,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_auriculatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1157,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_australe,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1158,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_austrobrasilianum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1159,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_caudatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1160,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_confluens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1161,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_gracile,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1162,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_gracilipes,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1163,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_hastatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1164,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_laevigatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1165,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_lanceola,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1166,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_longipilosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1167,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_occidentale,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1168,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_polypodioides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1169,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnum,Blechnum_punctulatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1170,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Blotiella,Blotiella_coursii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1171,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Blotiella,Blotiella_glabra,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1172,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Blotiella,Blotiella_lindeniana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1173,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Blotiella,Blotiella_pubescens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1174,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Blotiella,Blotiella_stipitata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1175,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_acrostichoides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1176,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_aliena,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1177,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_angustipinna,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1178,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_appendiculata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1179,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_auriculata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1180,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_bipinnatifida,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1181,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_costata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1182,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_crispatula,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1183,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_deltigera,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1184,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_fluviatilis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1185,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_gemmifera,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1186,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_hastata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1187,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_heteroclita,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1188,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_heudelotii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1189,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_humblotii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1190,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_laxireticulata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1191,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_lianhuachihensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1192,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_lonchophora,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1193,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_major,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1194,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_portoricensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1195,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_quoyana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1196,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_repanda,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1197,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_rhizophylla,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1198,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_salicina,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1199,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_scalpturata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1200,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_semicordata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1201,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_semipinnatifida,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1202,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_serratifolia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1203,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_sinuata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1204,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_subcordata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1205,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_terminans,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1206,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_tibetica,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1207,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_tonkinensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1208,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Bolbitis,Bolbitis_virens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1209,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Bommeria,Bommeria_ehrenbergiana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1210,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Bommeria,Bommeria_elegans,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1211,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Bommeria,Bommeria_hispida,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1212,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Bommeria,Bommeria_pedata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1213,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Bommeria,Bommeria_subpaleacea,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1216,Ophioglossaceae,Ophioglossales,Ophioglossales,Ophioglossales,Ophioglossaceae & Psilotaceae,Botrychium,Botrychium_acuminatum,No,NA,NA,"Don farrar pers. comm; Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
1217,Ophioglossaceae,Ophioglossales,Ophioglossales,Ophioglossales,Ophioglossaceae & Psilotaceae,Botrychium,Botrychium_alaskense,No,NA,NA,"Don farrar pers. comm; Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
1218,Ophioglossaceae,Ophioglossales,Ophioglossales,Ophioglossales,Ophioglossaceae & Psilotaceae,Botrychium,Botrychium_ascendens,No,NA,NA,"Don farrar pers. comm; Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
1219,Ophioglossaceae,Ophioglossales,Ophioglossales,Ophioglossales,Ophioglossaceae & Psilotaceae,Botrychium,Botrychium_boreale,No,NA,NA,"Don farrar pers. comm; Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
1220,Ophioglossaceae,Ophioglossales,Ophioglossales,Ophioglossales,Ophioglossaceae & Psilotaceae,Botrychium,Botrychium_campestre,No,NA,NA,"Don farrar pers. comm; Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
1221,Ophioglossaceae,Ophioglossales,Ophioglossales,Ophioglossales,Ophioglossaceae & Psilotaceae,Botrychium,Botrychium_crenulatum,No,NA,NA,"Don farrar pers. comm; Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
1222,Ophioglossaceae,Ophioglossales,Ophioglossales,Ophioglossales,Ophioglossaceae & Psilotaceae,Botrychium,Botrychium_dusenii,No,NA,NA,"Don farrar pers. comm; Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
1223,Ophioglossaceae,Ophioglossales,Ophioglossales,Ophioglossales,Ophioglossaceae & Psilotaceae,Botrychium,Botrychium_echo,No,NA,NA,"Don farrar pers. comm; Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
1224,Ophioglossaceae,Ophioglossales,Ophioglossales,Ophioglossales,Ophioglossaceae & Psilotaceae,Botrychium,Botrychium_furculatum,No,NA,NA,"Don farrar pers. comm; Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
1225,Ophioglossaceae,Ophioglossales,Ophioglossales,Ophioglossales,Ophioglossaceae & Psilotaceae,Botrychium,Botrychium_gallicomontanum,No,NA,NA,"Don farrar pers. comm; Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
1226,Ophioglossaceae,Ophioglossales,Ophioglossales,Ophioglossales,Ophioglossaceae & Psilotaceae,Botrychium,Botrychium_hesperium,No,NA,NA,"Don farrar pers. comm; Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
1227,Ophioglossaceae,Ophioglossales,Ophioglossales,Ophioglossales,Ophioglossaceae & Psilotaceae,Botrychium,Botrychium_lanceolatum,No,NA,NA,"Don farrar pers. comm; Nelson et al., 2018 PNAS",https://www.pnas.org/doi/abs/10.1073/pnas.1719794115,,,NA,,,
